node-a	a-confirm80-k1-ep100-nfe1	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_depth	32	1	1	0	heldout-fixed-candidate-depth
node-a	a-confirm80-k1-ep100-nfe2	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_depth	32	2	2	0	heldout-fixed-candidate-depth
node-a	a-confirm80-k1-ep100-nfe4	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_depth	32	4	4	0	heldout-fixed-candidate-depth
node-a	a-confirm80-k1-ep100-nfe8	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_depth	32	8	8	0	heldout-fixed-candidate-depth
node-a	a-confirm80-k1-ep300-nfe1	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep300	uniform_depth	32	1	1	0	heldout-policy-replication
node-a	a-confirm80-k1-ep300-nfe2	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep300	uniform_depth	32	2	2	0	heldout-policy-replication
node-a	a-confirm80-k1-ep300-nfe4	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep300	uniform_depth	32	4	4	0	heldout-policy-replication
node-a	a-confirm80-k1-ep300-nfe8	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep300	uniform_depth	32	8	8	0	heldout-policy-replication
node-b	a-confirm80-k32-ep100-nfe1	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_depth	32	1	1	0	heldout-fixed-candidate-depth
node-b	a-confirm80-k32-ep100-nfe2	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_depth	32	2	2	0	heldout-fixed-candidate-depth
node-b	a-confirm80-k32-ep100-nfe4	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_depth	32	4	4	0	heldout-fixed-candidate-depth
node-b	a-confirm80-k32-ep100-nfe8	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_depth	32	8	8	0	heldout-fixed-candidate-depth
node-b	a-confirm80-k32-ep300-nfe1	driftflow-endpointnorm-k32	2	latest	k32	ep300	uniform_depth	32	1	1	0	heldout-policy-replication
node-b	a-confirm80-k32-ep300-nfe2	driftflow-endpointnorm-k32	2	latest	k32	ep300	uniform_depth	32	2	2	0	heldout-policy-replication
node-b	a-confirm80-k32-ep300-nfe4	driftflow-endpointnorm-k32	2	latest	k32	ep300	uniform_depth	32	4	4	0	heldout-policy-replication
node-b	a-confirm80-k32-ep300-nfe8	driftflow-endpointnorm-k32	2	latest	k32	ep300	uniform_depth	32	8	8	0	heldout-policy-replication
node-c	a-confirm80-joint-ep100-nfe1	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_depth	32	1	1	0	heldout-fixed-candidate-depth
node-c	a-confirm80-joint-ep100-nfe2	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_depth	32	2	2	0	heldout-fixed-candidate-depth
node-c	a-confirm80-joint-ep100-nfe4	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_depth	32	4	4	0	heldout-fixed-candidate-depth
node-c	a-confirm80-joint-ep100-nfe8	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_depth	32	8	8	0	heldout-fixed-candidate-depth
node-c	a-confirm80-joint-ep300-nfe1	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep300	uniform_depth	32	1	1	0	heldout-policy-replication
node-c	a-confirm80-joint-ep300-nfe2	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep300	uniform_depth	32	2	2	0	heldout-policy-replication
node-c	a-confirm80-joint-ep300-nfe4	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep300	uniform_depth	32	4	4	0	heldout-policy-replication
node-c	a-confirm80-joint-ep300-nfe8	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep300	uniform_depth	32	8	8	0	heldout-policy-replication
node-d	a-confirm80-deep-ep100-nfe1	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_depth	32	1	1	0	heldout-fixed-candidate-depth
node-d	a-confirm80-deep-ep100-nfe2	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_depth	32	2	2	0	heldout-fixed-candidate-depth
node-d	a-confirm80-deep-ep100-nfe4	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_depth	32	4	4	0	heldout-fixed-candidate-depth
node-d	a-confirm80-deep-ep100-nfe8	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_depth	32	8	8	0	heldout-fixed-candidate-depth
node-d	a-confirm80-deep-ep300-nfe1	wknd-d-base-k16	1	best	deep-base-k16	ep300	uniform_depth	32	1	1	0	heldout-policy-replication
node-d	a-confirm80-deep-ep300-nfe2	wknd-d-base-k16	1	best	deep-base-k16	ep300	uniform_depth	32	2	2	0	heldout-policy-replication
node-d	a-confirm80-deep-ep300-nfe4	wknd-d-base-k16	1	best	deep-base-k16	ep300	uniform_depth	32	4	4	0	heldout-policy-replication
node-d	a-confirm80-deep-ep300-nfe8	wknd-d-base-k16	1	best	deep-base-k16	ep300	uniform_depth	32	8	8	0	heldout-policy-replication
