node-a	a-k1-fixed-nfe1	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_depth	32	1	1	0	fixed-candidate-depth
node-a	a-k1-fixed-nfe2	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_depth	32	2	2	0	fixed-candidate-depth
node-a	a-k1-fixed-nfe4	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_depth	32	4	4	0	fixed-candidate-depth
node-a	a-k1-fixed-nfe8	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_depth	32	8	8	0	fixed-candidate-depth
node-a	a-k32-fixed-nfe1	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_depth	32	1	1	0	fixed-candidate-depth
node-a	a-k32-fixed-nfe2	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_depth	32	2	2	0	fixed-candidate-depth
node-a	a-k32-fixed-nfe4	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_depth	32	4	4	0	fixed-candidate-depth
node-a	a-k32-fixed-nfe8	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_depth	32	8	8	0	fixed-candidate-depth
node-a	a-joint-fixed-nfe1	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_depth	32	1	1	0	fixed-candidate-depth
node-a	a-joint-fixed-nfe2	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_depth	32	2	2	0	fixed-candidate-depth
node-a	a-joint-fixed-nfe4	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_depth	32	4	4	0	fixed-candidate-depth
node-a	a-joint-fixed-nfe8	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_depth	32	8	8	0	fixed-candidate-depth
node-a	a-deep-fixed-nfe1	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_depth	32	1	1	0	fixed-candidate-depth
node-a	a-deep-fixed-nfe2	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_depth	32	2	2	0	fixed-candidate-depth
node-a	a-deep-fixed-nfe4	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_depth	32	4	4	0	fixed-candidate-depth
node-a	a-deep-fixed-nfe8	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_depth	32	8	8	0	fixed-candidate-depth
node-b	b-k1-budget-64x1	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_breadth	64	1	1	0	equal-model-evaluations
node-b	b-k1-budget-32x2	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_depth	32	2	2	0	equal-model-evaluations
node-b	b-k1-budget-16x4	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_depth	16	4	4	0	equal-model-evaluations
node-b	b-k1-budget-8x8	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_depth	8	8	8	0	equal-model-evaluations
node-b	b-k32-budget-64x1	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_breadth	64	1	1	0	equal-model-evaluations
node-b	b-k32-budget-32x2	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_depth	32	2	2	0	equal-model-evaluations
node-b	b-k32-budget-16x4	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_depth	16	4	4	0	equal-model-evaluations
node-b	b-k32-budget-8x8	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_depth	8	8	8	0	equal-model-evaluations
node-b	b-joint-budget-64x1	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_breadth	64	1	1	0	equal-model-evaluations
node-b	b-joint-budget-32x2	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_depth	32	2	2	0	equal-model-evaluations
node-b	b-joint-budget-16x4	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_depth	16	4	4	0	equal-model-evaluations
node-b	b-joint-budget-8x8	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_depth	8	8	8	0	equal-model-evaluations
node-b	b-deep-budget-64x1	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_breadth	64	1	1	0	equal-model-evaluations
node-b	b-deep-budget-32x2	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_depth	32	2	2	0	equal-model-evaluations
node-b	b-deep-budget-16x4	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_depth	16	4	4	0	equal-model-evaluations
node-b	b-deep-budget-8x8	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_depth	8	8	8	0	equal-model-evaluations
node-c	c-k1-fixed-16x2	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	uniform_depth	16	2	2	0	budget32-racing
node-c	c-k1-race-half2	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	coarse_to_fine	16	1	2	0.5	budget32-racing
node-c	c-k1-race-quarter4	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	coarse_to_fine	16	1	4	0.25	budget32-racing
node-c	c-k1-race-eighth8	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep100	coarse_to_fine	16	1	8	0.125	budget32-racing
node-c	c-k32-fixed-16x2	driftflow-endpointnorm-k32	2	latest	k32	ep100	uniform_depth	16	2	2	0	budget32-racing
node-c	c-k32-race-half2	driftflow-endpointnorm-k32	2	latest	k32	ep100	coarse_to_fine	16	1	2	0.5	budget32-racing
node-c	c-k32-race-quarter4	driftflow-endpointnorm-k32	2	latest	k32	ep100	coarse_to_fine	16	1	4	0.25	budget32-racing
node-c	c-k32-race-eighth8	driftflow-endpointnorm-k32	2	latest	k32	ep100	coarse_to_fine	16	1	8	0.125	budget32-racing
node-c	c-joint-fixed-16x2	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	uniform_depth	16	2	2	0	budget32-racing
node-c	c-joint-race-half2	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	coarse_to_fine	16	1	2	0.5	budget32-racing
node-c	c-joint-race-quarter4	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	coarse_to_fine	16	1	4	0.25	budget32-racing
node-c	c-joint-race-eighth8	driftflow-endpointnorm-k16-grid25-sr25	2	latest	joint-k16	ep100	coarse_to_fine	16	1	8	0.125	budget32-racing
node-c	c-deep-fixed-16x2	wknd-d-base-k16	1	best	deep-base-k16	ep100	uniform_depth	16	2	2	0	budget32-racing
node-c	c-deep-race-half2	wknd-d-base-k16	1	best	deep-base-k16	ep100	coarse_to_fine	16	1	2	0.5	budget32-racing
node-c	c-deep-race-quarter4	wknd-d-base-k16	1	best	deep-base-k16	ep100	coarse_to_fine	16	1	4	0.25	budget32-racing
node-c	c-deep-race-eighth8	wknd-d-base-k16	1	best	deep-base-k16	ep100	coarse_to_fine	16	1	8	0.125	budget32-racing
node-d	d-k1-ep300-32x1	driftflow-endpointnorm-k1-grid25	2	best	k1-grid25	ep300	uniform_breadth	32	1	1	0	policy-shift-replication
